sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 9:29,27.91,,,,,,,,,,163,210,250,
 9:29,27.92,,,,,,,,,,132,214,19,
 9:29,27.94,,,,,,,,,,175,313,244,
 9:29,27.95,,,,,,,,,,109,298,-132,
 9:29,27.96,,,,,,,,,,129,363,-42,
 9:29,27.98,,,,,,,,,,138,201,84,
 9:29,27.99,,,,,,,,,,111,271,-115,
 9:29,28.00,,,,,,,,,,174,243,301,
 9:29,28.02,,,,,,,,,,126,364,-90,
 9:29,28.03,,,,,,,,,,166,354,156,
 9:29,28.05,,,,,,,,,,108,252,-87,
 9:29,28.06,,,,,,,,,,111,337,-118,
 9:29,28.07,,,,,,,,,,157,196,205,
 9:29,28.08,,,,,,,,,,142,355,85,
 9:29,28.10,,,,,,,,,,177,288,292,
 9:29,28.11,,,,,,,,,,111,327,-141,
 9:29,28.13,,,,,,,,,,141,364,27,
 9:29,28.14,,,,,,,,,,129,214,15,
 9:29,28.16,,,,,,,,,,183,310,255,
 9:29,28.17,,,,,,,,,,180,219,280,
 9:29,28.18,,,,,,,,,,129,366,-30,
 9:29,28.20,,,,,,,,,,168,333,211,
 9:29,28.21,,,,,,,,,,112,274,-120,
 9:29,28.23,,,,,,,,,,183,241,298,
 9:29,28.24,,,,,,,,,,151,192,138,
 9:29,28.25,,,,,,,,,,163,349,157,
 9:29,28.26,,,,,,,,,,183,261,301,
 9:29,28.28,,,,,,,,,,120,342,-111,
 9:29,28.29,,,,,,,,,,156,198,190,
 9:29,28.31,,,,,,,,,,123,240,-51,
 9:29,28.32,,,,,,,,,,183,273,285,
 9:29,28.33,,,,,,,,,,169,198,228,
 9:29,28.35,,,,,,,,,,147,363,51,
 9:29,28.36,,,,,,,,,,126,217,-12,
 9:29,28.37,,,,,,,,,,112,309,-139,
 9:29,28.39,,,,,,,,,,175,213,265,
 9:29,28.40,,,,,,,,,,133,211,42,
 9:29,28.42,,,,,,,,,,172,327,229,
 9:29,28.43,,,,,,,,,,103,291,-133,
 9:29,28.44,,,,,,,,,,126,364,-54,
 9:29,28.46,,,,,,,,,,144,193,106,
 9:29,28.47,,,,,,,,,,111,256,-108,
 9:29,28.49,,,,,,,,,,186,243,310,
 9:29,28.50,,,,,,,,,,114,354,-96,
 9:29,28.51,,,,,,,,,,163,355,120,
 9:29,28.53,,,,,,,,,,118,243,-72,
 9:29,28.54,,,,,,,,,,115,334,-127,
 9:29,28.55,,,,,,,,,,169,192,214,
 9:29,28.57,,,,,,,,,,154,367,64,
 9:29,28.58,,,,,,,,,,178,292,277,
 9:29,28.60,,,,,,,,,,112,312,-141,
 9:29,28.61,,,,,,,,,,130,364,13,
 9:29,28.62,,,,,,,,,,135,208,31,
 9:29,28.64,,,,,,,,,,172,319,238,
 9:29,28.65,,,,,,,,,,175,229,291,
 9:29,28.66,,,,,,,,,,127,367,-43,
 9:29,28.68,,,,,,,,,,160,334,196,
 9:29,28.69,,,,,,,,,,111,268,-121,
 9:29,28.71,,,,,,,,,,181,250,300,
 9:29,28.72,,,,,,,,,,150,192,150,
 9:29,28.73,,,,,,,,,,160,364,141,
 9:29,28.75,,,,,,,,,,184,265,297,
 9:29,28.76,,,,,,,,,,112,339,-120,
 9:29,28.78,,,,,,,,,,162,193,210,
 9:29,28.79,,,,,,,,,,118,232,-37,
 9:29,28.80,,,,,,,,,,183,289,282,
 9:29,28.82,,,,,,,,,,172,207,247,
 9:29,28.83,,,,,,,,,,142,358,22,
 9:29,28.84,,,,,,,,,,124,210,18,
 9:29,28.86,,,,,,,,,,109,304,-138,
 9:29,28.87,,,,,,,,,,172,219,294,
 9:29,28.89,,,,,,,,,,136,205,75,
 9:29,28.90,,,,,,,,,,172,333,214,
 9:29,28.91,,,,,,,,,,112,279,-124,
 9:29,28.92,,,,,,,,,,102,412,-405,
 9:29,28.94,,,,,,,,,,181,114,426,
 9:29,28.95,,,,,,,,,,144,420,-241,
 9:29,28.97,,,,,,,,,,190,256,618,
 9:29,28.98,,,,,,,,,,99,388,-486,
 9:29,29.00,,,,,,,,,,127,441,-63,
 9:29,29.01,,,,,,,,,,123,178,-108,
 9:29,29.02,,,,,,,,,,180,303,544,
 9:29,29.04,,,,,,,,,,189,141,595,
 9:29,29.05,,,,,,,,,,117,451,-205,
 9:29,29.07,,,,,,,,,,163,349,423,
 9:29,29.08,,,,,,,,,,94,319,-466,
 9:29,29.09,,,,,,,,,,195,171,651,
 9:29,29.10,,,,,,,,,,159,124,198,
 9:29,29.12,,,,,,,,,,154,378,291,
 9:29,29.13,,,,,,,,,,199,201,664,
 9:29,29.15,,,,,,,,,,96,429,-415,
 9:29,29.16,,,,,,,,,,184,109,346,
 9:29,29.17,,,,,,,,,,114,232,-283,
 9:29,29.19,,,,,,,,,,184,252,643,
 9:29,29.20,,,,,,,,,,189,117,477,
 9:29,29.21,,,,,,,,,,135,435,-12,
 9:29,29.23,,,,,,,,,,132,187,-147,
 9:29,29.25,,,,,,,,,,87,364,-498,
 9:29,29.26,,,,,,,,,,192,133,570,
